,InputLen,InferenceLatency,OutputLen
1000,9,82.76175102218986,13
1001,26,95.80839000409468,15
1002,11,76.61084103165194,12
1003,5,145.8861480350606,23
1004,10,177.97178495675325,28
1005,28,146.57277398509905,23
1006,19,51.70341196935624,8
1007,12,51.05521803488955,8
1008,10,139.49930301168934,22
1009,8,152.45492599206045,24
1010,7,44.629120035097,7
1011,14,146.53012703638524,23
1012,13,152.3890970274806,24
1013,9,25.636563019361347,4
1014,13,76.37507101753727,12
1015,3,114.22828800277784,18
1016,15,127.01032601762564,20
1017,21,76.90870703663677,12
1018,6,115.45450298581272,18
1019,4,69.67146700480953,11
1020,24,57.83015699125826,9
1021,48,153.26038701459763,24
1022,23,83.0383239663206,13
1023,8,31.90139797516167,5
1024,11,25.6028359872289,4
1025,6,139.5221099955961,22
1026,6,69.94886801112443,11
1027,6,83.61502800835297,13
1028,17,65.02148503204808,10
1029,3,127.858798019588,20
1030,5,95.19215498585254,15
1031,22,133.8430710020475,21
1032,23,140.44460305012765,22
1033,17,95.13529704418032,15
1034,33,89.91396497003734,14
1035,11,31.940303975716237,5
1036,5,95.20214097574352,15
1037,6,44.70536002190784,7
1038,7,19.462376018054783,3
1039,8,38.49544405238703,6
1040,9,95.14294000109658,15
1041,58,79.3828489840962,12
1042,24,97.83322701696306,15
1043,3,158.88817299855873,25
1044,7,95.32910899724811,15
1045,6,70.0461040250957,11
1046,6,64.7421510075219,10
1047,3,171.63822101429105,27
1048,10,165.14463198836893,26
1049,14,63.656026031821966,10
1050,6,102.17680397909136,16
1051,22,33.45792496111244,5
1052,8,45.69358302978799,7
1053,4,38.76593802124262,6
1054,11,51.05742404703051,8
1055,11,127.28075700579213,20
1056,5,51.11132998717949,8
1057,15,82.85067300312221,13
1058,20,146.17399201961234,23
1059,7,57.34305694932118,9
1060,10,101.5674189548008,16
1061,8,50.83844799082726,8
1062,14,70.21570601500571,11
1063,6,76.0613699676469,12
1064,6,57.18939198413864,9
1065,8,51.029380003456026,8
1066,16,88.94843701273203,14
1067,7,95.68127995589748,15
1068,11,82.69200101494789,13
1069,18,154.09414505120367,24
1070,7,127.05014698440208,20
1071,12,139.7312119952403,22
1072,19,140.85314399562776,22
1073,7,95.16098897438496,15
1074,15,32.00127504533157,5
1075,8,38.27784699387848,6
1076,8,88.91362702706829,14
1077,17,89.1657619504258,14
1078,21,57.495790999382734,9
1079,13,82.6512660132721,13
1080,25,140.265334979631,22
1081,3,159.7576949861832,25
1082,5,95.44826502678916,15
1083,9,50.99295300897211,8
1084,24,64.17741801124066,10
1085,10,76.26593601889908,12
1086,13,95.63518199138343,15
1087,15,139.76685801753774,22
1088,23,77.12256698869169,12
1089,5,83.04161200067028,13
1090,12,197.05898698884997,31
1091,7,31.885838019661605,5
1092,19,70.29876502929255,11
1093,45,51.23256001388654,8
1094,9,82.65532099176198,13
1095,8,146.04183798655868,23
1096,3,101.51993902400136,16
1097,8,25.489756022579968,4
1098,4,146.83634700486436,23
1099,12,70.3243559692055,11
